,Local_time,neighborhood,total_cars,weekday,hour,latitude,longitude
355285,2020-02-08 10:30:00+02:00,The Woods Park,1,5,10,32.04863,34.76995
313233,2020-01-20 08:30:00+02:00,Givat Herzl,8,0,8,32.05147,34.77259
345392,2020-02-03 10:00:00+02:00,Kfir,7,0,10,32.046409999999995,34.80247
109516,2019-10-12 08:00:00+03:00,Neve Barbur,4,5,8,32.052170000000004,34.80495
35608,2018-07-22 05:30:00+03:00,Old North - Northern part,41,6,5,32.084926,34.773751000000004
72242,2019-09-16 19:00:00+03:00,Neve Chen,39,0,19,32.051559999999995,34.81336
145428,2019-10-28 10:30:00+02:00,Yarkon Park,45,0,10,32.1059,34.8134
318415,2020-01-21 23:30:00+02:00,Babylonian,28,1,23,32.098032,34.798089000000004
164461,2019-11-07 04:00:00+02:00,The New North - the northern part,95,3,4,32.093777,34.783564
366454,2020-02-12 23:00:00+02:00,Tel-Haim,17,2,23,32.0622,34.79993
316428,2020-01-21 08:30:00+02:00,Neve Chen,48,1,8,32.05339,34.80979
192728,2019-11-19 21:00:00+02:00,Old North - Northern part,60,1,21,32.089715000000005,34.779953000000006
42447,2018-10-12 20:00:00+03:00,The nursery,45,4,20,32.12782,34.8335
106069,2019-10-10 06:00:00+03:00,Neve Barbur,8,3,6,32.0528,34.80203
201792,2019-11-23 15:30:00+02:00,Yedidya,36,5,15,32.0462,34.80066
98498,2019-10-04 22:30:00+03:00,Neve Tzedek,18,4,22,32.061358,34.761935
3053,2018-07-05 02:30:00+03:00,The Yemenite Vineyard,16,3,2,32.069777,34.766401
336167,2020-01-31 12:30:00+02:00,Tel Aviv Cardo,76,4,12,32.067037,34.767475
147802,2019-10-29 04:30:00+02:00,Ramat Aviv,14,1,4,32.10998,34.7933
277420,2020-01-02 05:30:00+02:00,Jaffa D,22,3,5,32.035393,34.75873
359122,2020-02-09 15:00:00+02:00,Tel Baruch North,10,6,15,32.1218,34.82067
116882,2019-10-14 15:00:00+03:00,Florentine,60,0,15,32.059059999999995,34.772240000000004
135518,2019-10-23 09:30:00+03:00,Babylonian,16,2,9,32.09322,34.80005
87400,2019-09-23 12:00:00+03:00,North Star,10,0,12,32.10001,34.78774
64056,2018-12-03 11:30:00+02:00,Florentine,19,0,11,32.05533,34.76773
175726,2019-11-12 16:00:00+02:00,Old North - Northern part,110,1,16,32.087199,34.772954
261514,2019-12-22 06:30:00+02:00,Sarona Gardens,26,6,6,32.0756,34.7849
145821,2019-10-28 13:30:00+02:00,Tel aviv university,37,0,13,32.111305,34.807381
90973,2019-09-25 14:30:00+03:00,The new north - the state square,50,2,14,32.08543,34.792770000000004
180885,2019-11-14 06:00:00+02:00,Neve Eliezer and Kfar Shalem East,26,3,6,32.04925,34.806259999999995
193620,2019-11-21 03:30:00+02:00,Tel Baruch North,10,3,3,32.12318,34.82005
170382,2019-11-09 00:30:00+02:00,Kiryat Shalom,81,5,0,32.042840000000005,34.77468
35789,2018-07-22 07:00:00+03:00,Kiryat Shalom,13,6,7,32.04226,34.77637
103654,2019-10-07 12:00:00+03:00,Kfir,7,0,12,32.04775,34.80703
223169,2019-12-03 08:00:00+02:00,Shapira,13,1,8,32.05285,34.781279999999995
317964,2020-01-21 20:00:00+02:00,Neot Afeka b,23,1,20,32.119821,34.821159
152185,2019-10-30 13:30:00+02:00,Lights,20,2,13,32.058597,34.8004
145444,2019-10-28 11:00:00+02:00,Kiryat Shalom,47,0,11,32.04233,34.77767
351732,2020-02-05 08:00:00+02:00,Yarkon Park,40,2,8,32.10651,34.825109999999995
371377,2020-02-16 11:00:00+02:00,Yedidya,13,6,11,32.046040000000005,34.79976
177283,2019-11-13 03:30:00+02:00,Neve Chen,15,2,3,32.05328,34.808679999999995
150297,2019-10-29 23:30:00+02:00,Employment area - Holon Junction,8,1,23,32.040209999999995,34.77132
192424,2019-11-19 18:30:00+02:00,Yarkon Park,9,1,18,32.10533,34.8186
311704,2020-01-17 21:00:00+02:00,Jaffa College Tel Aviv and Dakar,40,4,21,32.04848,34.76108
48455,2018-10-15 17:00:00+03:00,Glilot,69,0,17,32.143248,34.79234
335350,2020-01-31 06:30:00+02:00,Neve Dan,24,4,6,32.11235,34.82614
227933,2019-12-04 19:30:00+02:00,Ramat Hahayal,61,2,19,32.11286,34.832640000000005
317788,2020-01-21 18:30:00+02:00,Tel aviv university,47,1,18,32.1066,34.8043
346956,2020-02-03 21:30:00+02:00,Neve Eliezer and Kfar Shalem East,26,0,21,32.05087,34.809290000000004
102543,2019-10-07 04:00:00+03:00,Kiryat Shalom,67,0,4,32.045,34.77407
147763,2019-10-29 04:00:00+02:00,Yedidya,21,1,4,32.04501,34.80642
210189,2019-11-29 07:00:00+02:00,Tel Baruch North,4,4,7,32.12271,34.82235
341386,2020-02-02 03:00:00+02:00,The new north - the southern part,35,6,3,32.083701,34.785538
57716,2018-11-29 12:30:00+02:00,Maoz Aviv,71,3,12,32.11101,34.81527
292848,2020-01-10 01:00:00+02:00,Hope,23,4,1,32.048770000000005,34.790009999999995
198907,2019-11-22 19:00:00+02:00,Jaffa College Tel Aviv and Dakar,8,4,19,32.047511,34.759492
98706,2019-10-05 00:00:00+03:00,Neve Sharett,27,5,0,32.117818,34.839188
280136,2020-01-03 02:00:00+02:00,The Ayalon Highlands,23,4,2,32.0849,34.7966
261038,2019-12-22 03:00:00+02:00,North Star,5,6,3,32.10068,34.78796
224860,2019-12-03 20:30:00+02:00,Tzahalon and savings settlements,17,1,20,32.038000000000004,34.75425
26094,2018-07-15 00:30:00+03:00,Plan for,24,6,0,32.110046999999994,34.79029
13793,2018-07-11 00:30:00+03:00,Hope,32,2,0,32.0502,34.7986
204332,2019-11-25 11:00:00+02:00,Kfir,18,0,11,32.04716,34.80129
118170,2019-10-15 00:30:00+03:00,The inheritance of Isaac,9,1,0,32.07193,34.80036
261602,2019-12-22 07:00:00+02:00,Yad Eliyahu,60,6,7,32.06313,34.79631
266739,2019-12-25 22:00:00+02:00,Neve Chen,39,2,22,32.053329999999995,34.80985
319137,2020-01-22 04:30:00+02:00,Old North - Southern part,135,2,4,32.075488,34.779795
193295,2019-11-20 01:00:00+02:00,Tzahalon and savings settlements,29,2,1,32.04241,34.75331
194649,2019-11-21 11:00:00+02:00,The Ayalon Highlands,8,3,11,32.0849,34.7966
302285,2020-01-12 23:30:00+02:00,The Woods Park,9,6,23,32.04417,34.769690000000004
237673,2019-12-07 20:30:00+02:00,The nursery,25,5,20,32.128029999999995,34.82988
247947,2019-12-14 02:00:00+02:00,Old North - Northern part,79,5,2,32.08573,34.77711
159531,2019-11-03 20:00:00+02:00,Florentine,59,6,20,32.056237,34.769956
90358,2019-09-25 10:00:00+03:00,Shapira,43,2,10,32.052609999999994,34.77783
9991,2018-07-09 15:00:00+03:00,Spring Cliffs,15,0,15,32.12924,34.78933
52754,2018-11-26 23:30:00+02:00,Tel Baruch North,16,0,23,32.12318,34.81153
167455,2019-11-08 02:30:00+02:00,Ramat Aviv,17,4,2,32.112999,34.79869
35813,2018-07-22 07:00:00+03:00,Ramat Aviv c,29,6,7,32.12729,34.804390000000005
282157,2020-01-03 16:30:00+02:00,Yedidya,2,4,16,32.04516,34.80682
348403,2020-02-04 08:00:00+02:00,Neve Sha'anan,46,1,8,32.05915,34.77441
240878,2019-12-09 20:30:00+02:00,The New North - the northern part,55,0,20,32.09616,34.79311
40844,2018-10-12 08:30:00+03:00,Atidim,30,4,8,32.107238,34.83433
263802,2019-12-22 23:30:00+02:00,Yarkon Park,49,6,23,32.099246,34.781252
368107,2020-02-13 11:30:00+02:00,Maoz Aviv,14,3,11,32.11215,34.81188
37471,2018-07-22 19:00:00+03:00,Tel-Haim,8,6,19,32.06013,34.80127
200683,2019-11-23 07:30:00+02:00,The inheritance of Isaac,58,5,7,32.074684000000005,34.798119
273530,2019-12-29 00:00:00+02:00,Yedidya,28,6,0,32.04483,34.80253
298097,2020-01-11 16:00:00+02:00,Sea views,28,5,16,32.11424,34.790890000000005
118565,2019-10-15 03:30:00+03:00,Tzahala,8,1,3,32.12475,34.83756
193559,2019-11-21 03:00:00+02:00,The new north - the southern part,21,3,3,32.083701,34.785538
308675,2020-01-15 22:30:00+02:00,Old Jaffa,14,2,22,32.053555,34.753245
286098,2020-01-04 22:30:00+02:00,North Star,7,5,22,32.1017,34.7917
286911,2020-01-06 04:30:00+02:00,Ramat Hahayal,60,0,4,32.10757,34.831509999999994
81842,2019-09-20 19:00:00+03:00,Old North - Northern part,82,4,19,32.095524,34.773635
112965,2019-10-13 09:30:00+03:00,Neve Ofer,39,6,9,32.04805,34.764590000000005
200112,2019-11-23 03:30:00+02:00,Ramat Hahayal,21,5,3,32.108709999999995,34.83405
24181,2018-07-14 09:30:00+03:00,Kiryat Shalom,30,5,9,32.04575,34.780640000000005
128541,2019-10-21 05:30:00+03:00,Givat Herzl,3,0,5,32.05189,34.77268
248501,2019-12-14 06:00:00+02:00,The New North - the northern part,49,5,6,32.095890000000004,34.789629999999995
221322,2019-12-02 18:30:00+02:00,Florentine,14,0,18,32.057382000000004,34.767238
189303,2019-11-18 20:00:00+02:00,Neot Afeka a,16,0,20,32.11481,34.8222
94091,2019-10-03 14:00:00+03:00,Jaffa Genoa Golan,65,3,14,32.032090000000004,34.74612
365487,2020-02-12 15:30:00+02:00,Tzahala,8,2,15,32.12401,34.83861
322305,2020-01-26 04:00:00+02:00,Tzahala,14,6,4,32.12474,34.83749
236054,2019-12-07 08:30:00+02:00,Neve Sharett,26,5,8,32.11981,34.83931
274482,2019-12-29 07:30:00+02:00,Hope,96,6,7,32.05153,34.78683
109727,2019-10-12 09:30:00+03:00,Neve Tzedek,32,5,9,32.06036,34.761540000000004
216224,2019-12-01 04:30:00+02:00,Ramat Hahayal,28,6,4,32.11663,34.83423
104975,2019-10-07 22:00:00+03:00,Kfir,16,0,22,32.0491,34.80681
163035,2019-11-05 22:30:00+02:00,Neve Eliezer and Kfar Shalem East,3,1,22,32.05088,34.80915
318852,2020-01-22 02:30:00+02:00,Neve Barbur,11,2,2,32.04918,34.80421
298160,2020-01-11 16:30:00+02:00,Sarona Gardens,3,5,16,32.072537,34.784071000000004
75795,2019-09-17 22:00:00+03:00,Neot Afeka a,19,1,22,32.11557,34.822720000000004
151616,2019-10-30 09:00:00+02:00,The nursery,17,2,9,32.12729,34.83576
342118,2020-02-02 08:30:00+02:00,The New North - the northern part,28,6,8,32.092220000000005,34.78577
79483,2019-09-19 01:30:00+03:00,North Star,9,3,1,32.1021,34.7892
173862,2019-11-12 02:00:00+02:00,Yarkon Park,69,1,2,32.10635,34.82501
223214,2019-12-03 08:30:00+02:00,Neve Chen,8,1,8,32.04971,34.81341
44944,2018-10-14 14:30:00+03:00,Jaffa Genoa Golan,29,6,14,32.03513,34.75075
373972,2020-02-17 06:30:00+02:00,Ramat Aviv c,106,0,6,32.126459999999994,34.80827
31744,2018-07-17 21:00:00+03:00,Ajami and Givat Aliya,17,1,21,32.047290000000004,34.75075
146465,2019-10-28 18:30:00+02:00,Neot Afeka b,22,0,18,32.118759999999995,34.82177
135397,2019-10-23 08:30:00+03:00,Kiryat Shalom,18,2,8,32.04203,34.7747
117167,2019-10-14 17:00:00+03:00,North Jaffa,61,0,17,32.056754,34.760987
199242,2019-11-22 21:30:00+02:00,Employment area - Holon Junction,24,4,21,32.04204,34.77153
335743,2020-01-31 09:30:00+02:00,Level of pilots,1,4,9,32.05798,34.81113
300187,2020-01-12 08:00:00+02:00,Tel Aviv Cardo,103,6,8,32.075637,34.766552000000004
3285,2018-07-06 04:30:00+03:00,Neve Tzedek,22,4,4,32.06266,34.7661
221926,2019-12-02 23:00:00+02:00,Jaffa D,60,0,23,32.03352,34.75604000000001
193316,2019-11-20 01:30:00+02:00,Kiryat Shalom,71,2,1,32.04636,34.77796
364741,2020-02-12 10:00:00+02:00,Maoz Aviv,5,2,10,32.11101,34.81593
256690,2019-12-19 18:30:00+02:00,Neve Ofer,57,3,18,32.047740000000005,34.76425
229015,2019-12-05 04:00:00+02:00,Kiryat Shalom,52,3,4,32.0421,34.779484000000004
367480,2020-02-13 07:00:00+02:00,Jaffa College Tel Aviv and Dakar,6,3,7,32.046576,34.759767
29520,2018-07-17 03:30:00+03:00,Jaffa College Tel Aviv and Dakar,12,1,3,32.03908,34.75673
10701,2018-07-09 21:00:00+03:00,Ajami and Givat Aliya,52,0,21,32.04136,34.75029
356788,2020-02-08 22:00:00+02:00,Hope,23,5,22,32.05146,34.78681
188606,2019-11-18 14:30:00+02:00,Sea views,59,0,14,32.12133,34.79145
98099,2019-10-04 19:30:00+03:00,North Jaffa,24,4,19,32.05089,34.75827
374169,2020-02-17 08:00:00+02:00,Plan for,30,0,8,32.11053,34.7909
5487,2018-07-06 22:30:00+03:00,Level of pilots,4,4,22,32.05915,34.808890000000005
217754,2019-12-01 16:00:00+02:00,Tel-Haim,14,6,16,32.06227,34.79993
204850,2019-11-25 14:30:00+02:00,Yedidya,5,0,14,32.04625,34.80019
233612,2019-12-06 14:00:00+02:00,Port of Tel Aviv,5,4,14,32.0966,34.7738
13297,2018-07-10 20:30:00+03:00,Ramat Hahayal,45,1,20,32.11437,34.83556
14399,2018-07-11 05:00:00+03:00,Neot Afeka b,13,2,5,32.117740000000005,34.82313
83964,2019-09-21 10:30:00+03:00,Kiryat Shaul,5,5,10,32.125370000000004,34.82396
270530,2019-12-28 02:00:00+02:00,Ramat Aviv,34,5,2,32.11226,34.80146
68387,2019-09-15 14:00:00+03:00,Babylonian,54,6,14,32.094614,34.798612
51407,2018-11-26 13:30:00+02:00,The New North - the northern part,31,0,13,32.091177,34.790288000000004
388717,2020-02-23 20:30:00+02:00,The nursery,35,6,20,32.12721,34.83568
252673,2019-12-18 13:00:00+02:00,Lights,2,2,13,32.05911,34.80167
227286,2019-12-04 14:30:00+02:00,Tel aviv university,121,2,14,32.111305,34.807381
157253,2019-11-03 03:00:00+02:00,Maoz Aviv,7,6,3,32.112190000000005,34.81384
185550,2019-11-17 16:00:00+02:00,Old North - Southern part,12,6,16,32.08018,34.76743
168673,2019-11-08 11:30:00+02:00,Tzahalon and savings settlements,22,4,11,32.04081,34.7522
226048,2019-12-04 05:30:00+02:00,Old North - Northern part,170,2,5,32.095524,34.773635
11011,2018-07-09 23:00:00+03:00,The nursery,16,0,23,32.126909999999995,34.82931
278214,2020-01-02 11:30:00+02:00,Revivim,23,3,11,32.116009999999996,34.82652
244081,2019-12-10 20:30:00+02:00,The Woods Park,10,1,20,32.04384,34.76991
241983,2019-12-10 05:00:00+02:00,Kiryat Shalom,87,1,5,32.045590000000004,34.77993
127412,2019-10-17 21:00:00+03:00,The new north - the state square,52,3,21,32.090151,34.783455
110113,2019-10-12 12:30:00+03:00,Givat Herzl,12,5,12,32.05127,34.773540000000004
345824,2020-02-03 13:00:00+02:00,Revivim,10,0,13,32.114709999999995,34.826609999999995
292192,2020-01-09 20:00:00+02:00,Neve Tzedek,40,3,20,32.06156,34.76596
314910,2020-01-20 21:00:00+02:00,Ramat Aviv,37,0,21,32.112999,34.79869
343675,2020-02-02 21:00:00+02:00,Jaffa D,7,6,21,32.035393,34.75873
218383,2019-12-01 21:00:00+02:00,Fairgrounds,4,6,21,32.1034,34.8059
319192,2020-01-22 05:00:00+02:00,Neve Ofer,30,2,5,32.045083,34.76748
380531,2020-02-19 08:30:00+02:00,Hope,36,2,8,32.0517,34.78648
267673,2019-12-26 05:00:00+02:00,Jaffa College Tel Aviv and Dakar,45,3,5,32.046576,34.759767
365972,2020-02-12 19:30:00+02:00,Neve Ofer,43,2,19,32.04245,34.76525
77869,2019-09-18 13:30:00+03:00,Port of Tel Aviv,4,2,13,32.0966,34.7738
388850,2020-02-23 21:30:00+02:00,The inheritance of Isaac,15,6,21,32.074684000000005,34.798119
139774,2019-10-25 17:00:00+03:00,North Jaffa,48,4,17,32.05101,34.75314
332184,2020-01-29 06:30:00+02:00,Spring Cliffs,71,2,6,32.13288,34.79314
136116,2019-10-23 13:30:00+03:00,Yad Eliyahu,48,2,13,32.05973,34.78951
264610,2019-12-25 06:00:00+02:00,Jaffa D,54,2,6,32.03386,34.75844
179035,2019-11-13 16:00:00+02:00,Ramat Hahayal,28,2,16,32.110409999999995,34.83255
99176,2019-10-05 03:30:00+03:00,Neot Afeka a,38,5,3,32.11333,34.819720000000004
29199,2018-07-17 01:00:00+03:00,Kfir,6,1,1,32.04787,34.80258
236414,2019-12-07 11:00:00+02:00,Tel aviv university,28,5,11,32.111344,34.801714000000004
58657,2018-11-29 19:30:00+02:00,Atidim,54,3,19,32.1097,34.8408
292096,2020-01-09 19:30:00+02:00,Atidim,11,3,19,32.108501000000004,34.836171
22556,2018-07-13 20:00:00+03:00,The inheritance of Isaac,9,4,20,32.07247,34.80057
56663,2018-11-29 04:30:00+02:00,The New North - the northern part,16,3,4,32.093871,34.785879
251880,2019-12-18 07:00:00+02:00,The Yemenite Vineyard,13,2,7,32.069981,34.763805
103796,2019-10-07 13:00:00+03:00,Neve Ofer,66,0,13,32.03735,34.761990000000004
330001,2020-01-28 14:30:00+02:00,Florentine,23,1,14,32.055440000000004,34.767762
353408,2020-02-05 20:30:00+02:00,The nursery,7,2,20,32.128029999999995,34.82969
17679,2018-07-12 06:30:00+03:00,Neve Tzedek,29,3,6,32.062158000000004,34.764832
295793,2020-01-10 23:00:00+02:00,Neve Avivim and its surroundings,27,4,23,32.1142,34.8013
260823,2019-12-22 01:30:00+02:00,Level of pilots,12,6,1,32.06155,34.80555
110844,2019-10-12 18:00:00+03:00,Babylonian,26,5,18,32.098032,34.798089000000004
96961,2019-10-04 11:00:00+03:00,Ramat Aviv,46,4,11,32.105920000000005,34.79414000000001
298230,2020-01-11 17:00:00+02:00,Tel Baruch,21,5,17,32.12218,34.81434
359734,2020-02-09 19:30:00+02:00,Tzahala,20,6,19,32.12316,34.83377
262734,2019-12-22 15:30:00+02:00,The Ayalon Highlands,10,6,15,32.0887,34.7969
45889,2018-10-14 21:30:00+03:00,Level of pilots,4,6,21,32.05819,34.80856
82195,2019-09-20 21:30:00+03:00,Revivim,3,4,21,32.11789,34.83388
79787,2019-09-20 03:30:00+03:00,Yad Eliyahu,44,4,3,32.0589,34.78954
40961,2018-10-12 09:00:00+03:00,Tel-Haim,58,4,9,32.06283,34.80513
93774,2019-10-03 11:30:00+03:00,Old North - Northern part,106,3,11,32.088379,34.775110999999995
309968,2020-01-17 08:00:00+02:00,Sde Dov area,18,4,8,32.12834,34.82812
149705,2019-10-29 19:00:00+02:00,Hope,23,1,19,32.04918,34.78687
197401,2019-11-22 07:30:00+02:00,The nursery,29,4,7,32.12797,34.829640000000005
297342,2020-01-11 10:30:00+02:00,Montefiore,104,5,10,32.06855,34.78823
28785,2018-07-16 21:30:00+03:00,Sea views,32,0,21,32.116455,34.787799
54115,2018-11-27 09:30:00+02:00,Tel-Haim,4,1,9,32.061809999999994,34.80365
199615,2019-11-23 00:00:00+02:00,Neve Tzedek,29,5,0,32.0611,34.76657
349744,2020-02-04 18:00:00+02:00,Level of pilots,27,1,18,32.05643,34.81121
140857,2019-10-26 01:30:00+03:00,Kiryat Shaul,3,5,1,32.12535,34.824020000000004
227374,2019-12-04 15:30:00+02:00,Employment area - Holon Junction,14,2,15,32.03791,34.77649
289062,2020-01-06 20:30:00+02:00,Neve Eliezer and Kfar Shalem East,25,0,20,32.04971,34.80801
323565,2020-01-26 13:30:00+02:00,Tel Baruch North,56,6,13,32.12315,34.81945
151853,2019-10-30 11:00:00+02:00,Neve Sha'anan,46,2,11,32.058374,34.775729
192290,2019-11-19 17:30:00+02:00,Yarkon Park,60,1,17,32.0989,34.778
269113,2019-12-26 15:30:00+02:00,Tel Baruch,25,3,15,32.117670000000004,34.81236
203189,2019-11-25 02:30:00+02:00,Kiryat Shalom,40,0,2,32.04143,34.77483
276330,2019-12-29 21:30:00+02:00,Jaffa College Tel Aviv and Dakar,28,6,21,32.04838,34.76163
320602,2020-01-22 15:30:00+02:00,Sea views,67,2,15,32.11711,34.789629999999995
255465,2019-12-19 09:30:00+02:00,Neve Chen,12,3,9,32.05311,34.81222
189683,2019-11-18 23:00:00+02:00,Ezra and the crates,23,0,23,32.04439,34.79701
379554,2020-02-19 01:00:00+02:00,Sea views,47,2,1,32.11245,34.78605
110590,2019-10-12 16:00:00+03:00,Kiryat Shalom,24,5,16,32.04211,34.77485
272002,2019-12-28 13:00:00+02:00,Neot Afeka a,20,5,13,32.11399,34.823609999999995
304572,2020-01-14 16:30:00+02:00,Givat Herzl,41,1,16,32.050787,34.771715
112655,2019-10-13 07:00:00+03:00,The Yemenite Vineyard,24,6,7,32.07025,34.76787
112547,2019-10-13 06:30:00+03:00,Kiryat Shalom,24,6,6,32.04202,34.77411
249593,2019-12-14 14:00:00+02:00,Shapira,27,5,14,32.0521,34.78131
89549,2019-09-25 04:00:00+03:00,Plan for,15,2,4,32.1101,34.78751
270211,2019-12-26 23:30:00+02:00,Yarkon Park,10,3,23,32.0989,34.778
21596,2018-07-13 12:30:00+03:00,Sea views,26,4,12,32.1148,34.78565
64880,2019-09-12 11:30:00+03:00,Tel Baruch North,6,3,11,32.1214,34.82004000000001
159800,2019-11-03 22:00:00+02:00,Ajami and Givat Aliya,66,6,22,32.04318,34.750820000000004
135212,2019-10-23 07:00:00+03:00,Old North - Northern part,44,2,7,32.093463,34.778592
295687,2020-01-10 22:00:00+02:00,Tel Aviv Cardo,106,4,22,32.062973,34.776415
326768,2020-01-27 14:00:00+02:00,Neot Afeka b,41,0,14,32.119821,34.821159
245479,2019-12-13 07:30:00+02:00,Givat Herzl,17,4,7,32.05182,34.76889
204366,2019-11-25 11:00:00+02:00,Tel Aviv Cardo,254,0,11,32.066739,34.782168
225061,2019-12-03 22:00:00+02:00,Tzahalon and savings settlements,29,1,22,32.038000000000004,34.75425
357739,2020-02-09 04:30:00+02:00,Yad Eliyahu,41,6,4,32.056470000000004,34.79829
131528,2019-10-22 03:00:00+03:00,Yedidya,27,1,3,32.04508,34.804559999999995
135941,2019-10-23 12:30:00+03:00,Neot Afeka a,17,2,12,32.11407,34.82095
322981,2020-01-26 09:00:00+02:00,Yedidya,3,6,9,32.046040000000005,34.79972
183226,2019-11-14 23:00:00+02:00,Sarona Gardens,31,3,23,32.07248,34.78193
188687,2019-11-18 15:00:00+02:00,Tzahala,25,0,15,32.12248,34.83856
34749,2018-07-19 23:00:00+03:00,Ramat Hahayal,29,3,23,32.11633,34.834140000000005
283369,2020-01-04 02:00:00+02:00,Level of pilots,31,5,2,32.05767,34.810790000000004
8533,2018-07-09 04:00:00+03:00,The nursery,4,0,4,32.12813,34.82991
276194,2019-12-29 20:30:00+02:00,Jaffa College Tel Aviv and Dakar,27,6,20,32.03942,34.759
237765,2019-12-07 21:30:00+02:00,Montefiore,132,5,21,32.06295,34.78126
116957,2019-10-14 15:30:00+03:00,Jaffa Genoa Golan,7,0,15,32.03576,34.74987
30332,2018-07-17 10:00:00+03:00,Babylonian,9,1,10,32.098032,34.798089000000004
23675,2018-07-14 05:00:00+03:00,The Woods Park,4,5,5,32.0445,34.77053
281607,2020-01-03 13:00:00+02:00,Kiryat Shalom,28,4,13,32.04691,34.77859
118190,2019-10-15 01:00:00+03:00,Glilot,63,1,1,32.13787,34.79126
168959,2019-11-08 14:00:00+02:00,Lights,1,4,14,32.05887,34.80387
156661,2019-11-01 22:30:00+02:00,Ramat Aviv,49,4,22,32.110890000000005,34.79273
71986,2019-09-16 17:00:00+03:00,Ramat Aviv c,31,0,17,32.12697,34.80535
42388,2018-10-12 20:00:00+03:00,Atidim,32,4,20,32.106652000000004,34.835506
298704,2020-01-11 21:00:00+02:00,Glilot,46,5,21,32.14382,34.797670000000004
213460,2019-11-30 07:30:00+02:00,Tel-Haim,22,5,7,32.06153,34.80257
193722,2019-11-21 04:30:00+02:00,Kiryat Shaul,3,3,4,32.12814,34.82132
159104,2019-11-03 16:30:00+02:00,The nursery,35,6,16,32.127629,34.831681
345488,2020-02-03 10:30:00+02:00,Sde Dov area,12,0,10,32.03654,34.77687
113317,2019-10-13 12:00:00+03:00,Ramat Aviv,57,6,12,32.11199000000001,34.80147
88700,2019-09-23 22:00:00+03:00,Ajami and Givat Aliya,61,0,22,32.048120000000004,34.74864
128081,2019-10-18 02:00:00+03:00,Old Jaffa,10,4,2,32.051513,34.749902
317721,2020-01-21 18:00:00+02:00,Tel-Haim,1,1,18,32.06273,34.80375
179860,2019-11-13 22:00:00+02:00,Sea views,69,2,22,32.1162,34.78621
275376,2019-12-29 14:00:00+02:00,The inheritance of Isaac,51,6,14,32.074684000000005,34.798119
274080,2019-12-29 04:30:00+02:00,Givat Herzl,25,6,4,32.050787,34.771715
387874,2020-02-23 14:30:00+02:00,North Jaffa,118,6,14,32.052170000000004,34.7578
277996,2020-01-02 10:00:00+02:00,Jaffa Genoa Golan,13,3,10,32.037490000000005,34.75162
285234,2020-01-04 16:00:00+02:00,Neve Sha'anan,56,5,16,32.05924,34.78248
255677,2019-12-19 11:00:00+02:00,Neve Tzedek,37,3,11,32.06036,34.761540000000004
260246,2019-12-21 21:00:00+02:00,Neve Eliezer and Kfar Shalem East,9,5,21,32.05398,34.80552
147590,2019-10-29 03:00:00+02:00,Neve Eliezer and Kfar Shalem East,30,1,3,32.05247,34.80576
74411,2019-09-17 11:00:00+03:00,The Ayalon Highlands,16,1,11,32.0887,34.7969
275942,2019-12-29 18:30:00+02:00,Neve Sharett,33,6,18,32.11945,34.83838
72082,2019-09-16 18:00:00+03:00,Babylonian,15,0,18,32.09342,34.79946
192257,2019-11-19 17:30:00+02:00,Nir Aviv,4,1,17,32.04687,34.8123
306091,2020-01-15 03:30:00+02:00,Ramat Aviv c,31,2,3,32.12715,34.796640000000004
181131,2019-11-14 08:00:00+02:00,Fairgrounds,1,3,8,32.1034,34.8059
162054,2019-11-05 15:00:00+02:00,Kiryat Shalom,40,1,15,32.04242,34.78055
224020,2019-12-03 14:30:00+02:00,Jaffa College Tel Aviv and Dakar,24,1,14,32.04647,34.76031
387053,2020-02-23 08:30:00+02:00,Neve Eliezer and Kfar Shalem East,11,6,8,32.046,34.80651
156901,2019-11-02 00:30:00+02:00,Glilot,79,5,0,32.13988,34.79216
376905,2020-02-18 05:00:00+02:00,North Jaffa,53,1,5,32.054935,34.760619
56885,2018-11-29 06:30:00+02:00,Fairgrounds,6,3,6,32.1034,34.8059
301182,2020-01-12 15:30:00+02:00,Revivim,55,6,15,32.11724,34.833870000000005
305515,2020-01-14 23:30:00+02:00,Hadar-Yosef,57,1,23,32.107032000000004,34.821409
385426,2020-02-22 20:30:00+02:00,Neve Sha'anan,45,5,20,32.0563,34.7778
377175,2020-02-18 07:00:00+02:00,Plan for,44,1,7,32.10426,34.79081
67965,2019-09-15 10:30:00+03:00,The Ayalon Highlands,20,6,10,32.0887,34.7969
98207,2019-10-04 20:30:00+03:00,Hope,54,4,20,32.05147,34.78674
86811,2019-09-23 07:30:00+03:00,North Jaffa,82,0,7,32.05073,34.75613
146201,2019-10-28 16:30:00+02:00,Neve Dan,35,0,16,32.110506,34.831109999999995
256547,2019-12-19 17:30:00+02:00,Level of pilots,13,3,17,32.05917,34.80875
93155,2019-10-03 07:00:00+03:00,Level of pilots,15,3,7,32.06009,34.80899
269435,2019-12-26 18:00:00+02:00,Neve Tzedek,15,3,18,32.06127,34.76268
183095,2019-11-14 22:00:00+02:00,Tel-Haim,9,3,22,32.06236,34.80413
57189,2018-11-29 08:30:00+02:00,Ramat Hahayal,56,3,8,32.111540000000005,34.83432
178932,2019-11-13 15:30:00+02:00,Hope,43,2,15,32.050940000000004,34.78729000000001
379261,2020-02-18 23:00:00+02:00,Maoz Aviv,66,1,23,32.111722,34.816493
